id,first_name,last_name,email,gender,ip_address,trade_id,stock_symbol,trade_date,trade_time,trade_price,trade_quantity,buyer_id,seller_id,trade_type,commission_fee
988,Perkin,Domanski,pdomanskirf@webs.com,Male,173.17.180.195,988,MSFT,7/16/2020,2,844.45,378,988,988,sell,98.02
989,Stearne,Berzon,sberzonrg@devhub.com,Male,123.31.105.141,989,FB,7/2/2020,7,935.95,984,989,989,buy,43.56
990,Charlie,Kinney,ckinneyrh@archive.org,Male,123.130.195.101,990,AMZN,8/29/2020,2,427.22,411,990,990,buy,66.44
991,Luigi,Saket,lsaketri@dropbox.com,Male,46.220.35.113,991,FB,6/1/2020,16,823.61,737,991,991,sell,81.06
992,Ibrahim,Lefever,ilefeverrj@discuz.net,Male,30.220.237.3,992,FB,9/22/2020,17,741.54,1,992,992,sell,60.22
993,Konstantine,Hatwell,khatwellrk@angelfire.com,Male,239.205.169.68,993,MSFT,3/19/2020,7,275.81,302,993,993,sell,78.72
994,Vaclav,Gleave,vgleaverl@stumbleupon.com,Genderqueer,36.72.236.16,994,GOOGL,5/2/2020,9,858.61,87,994,994,sell,81.0
995,Wendel,Sandels,wsandelsrm@google.com,Male,194.0.110.220,995,AMZN,11/2/2020,6,127.52,148,995,995,sell,63.54
996,Melania,Acosta,macostarn@ebay.com,Female,222.210.238.217,996,MSFT,6/3/2021,21,764.41,637,996,996,buy,85.05
997,Friederike,Stoakes,fstoakesro@de.vu,Genderqueer,23.107.163.54,997,AAPL,7/1/2020,7,171.8,149,997,997,sell,15.84
998,Aurelie,Larmour,alarmourrp@twitter.com,Female,158.154.107.109,998,AAPL,11/8/2021,14,506.08,503,998,998,sell,58.27
999,Kellen,Leare,klearerq@studiopress.com,Female,12.192.247.222,999,GOOGL,4/20/2021,6,442.4,362,999,999,buy,19.12
1000,Onida,Jupe,ojuperr@omniture.com,Female,206.196.50.60,1000,MSFT,11/14/2021,9,382.91,67,1000,1000,buy,17.76
